"","tplace","year","mois","temperature"
"1449","Antalya",2049,"t11",15.86
"1450","Antalya",2050,"t11",17.78
"1451","Antalya",2051,"t11",16.29
"1452","Antalya",2052,"t11",16.34
"1453","Antalya",2053,"t11",16.88
"1454","Antalya",2054,"t11",16.7
"1455","Antalya",2055,"t11",17.09
"1456","Antalya",2056,"t11",17.57
"1457","Antalya",2057,"t11",17.39
"1458","Antalya",2058,"t11",17.41
"1459","Antalya",2059,"t11",16.97
"1460","Antalya",2060,"t11",16.39
"1461","Antalya",2061,"t11",17.35
"1462","Antalya",2062,"t11",16.17
"1463","Antalya",2063,"t11",16.64
"1464","Antalya",2064,"t11",17.05
"1465","Antalya",2065,"t11",15.83
"1466","Antalya",2066,"t11",17.47
"1467","Antalya",2067,"t11",17.21
"1468","Antalya",2068,"t11",17.9
"1469","Antalya",2069,"t11",17.6
"1470","Antalya",2070,"t11",16.16
"1471","Antalya",2071,"t11",16.44
"1472","Antalya",2072,"t11",16.14
"1473","Antalya",2073,"t11",17.55
"1474","Antalya",2074,"t11",17.46
"1475","Antalya",2075,"t11",16.96
"1476","Antalya",2076,"t11",17.5
"1477","Antalya",2077,"t11",17.21
"1478","Antalya",2078,"t11",18.03
"1479","Antalya",2079,"t11",16.48
"1480","Antalya",2080,"t11",18.51
"1481","Antalya",2081,"t11",17.78
"1482","Antalya",2082,"t11",17.72
"1483","Antalya",2083,"t11",17.99
"1484","Antalya",2084,"t11",18.19
"1485","Antalya",2085,"t11",18.26
"1486","Antalya",2086,"t11",17.65
"1487","Antalya",2087,"t11",17.8
"1488","Antalya",2088,"t11",18.63
"1489","Antalya",2089,"t11",17.92
"1490","Antalya",2090,"t11",17.85
"1491","Antalya",2091,"t11",17.99
"1492","Antalya",2092,"t11",17.78
"1493","Antalya",2093,"t11",17.76
"1494","Antalya",2094,"t11",19.26
"1495","Antalya",2095,"t11",18.51
"1496","Antalya",2096,"t11",19.19
"1497","Antalya",1961,"t12",11.69
"1498","Antalya",1962,"t12",10.17
"1499","Antalya",1963,"t12",10.07
"1500","Antalya",1964,"t12",10.99
"1501","Antalya",1965,"t12",11.12
"1502","Antalya",1966,"t12",10.89
"1503","Antalya",1967,"t12",10.94
"1504","Antalya",1968,"t12",9.88
"1505","Antalya",1969,"t12",10.92
"1506","Antalya",1970,"t12",10.41
"1507","Antalya",1971,"t12",11.4
"1508","Antalya",1972,"t12",10.6
"1509","Antalya",1973,"t12",10.04
"1510","Antalya",1974,"t12",10.37
"1511","Antalya",1975,"t12",10.25
"1512","Antalya",1976,"t12",11.3
"1513","Antalya",1977,"t12",10.77
"1514","Antalya",1978,"t12",10.42
"1515","Antalya",1979,"t12",11.35
"1516","Antalya",1980,"t12",11.17
"1517","Antalya",1981,"t12",11.19
"1518","Antalya",1982,"t12",10.69
"1519","Antalya",1983,"t12",10.07
"1520","Antalya",1984,"t12",9.99
"1521","Antalya",1985,"t12",11.16
"1522","Antalya",1986,"t12",11.1
"1523","Antalya",1987,"t12",10.31
"1524","Antalya",1988,"t12",10.46
"1525","Antalya",1989,"t12",10.57
"1526","Antalya",1990,"t12",10.62
"1527","Antalya",1991,"t12",11.14
"1528","Antalya",1992,"t12",10.73
"1529","Antalya",1993,"t12",10.17
"1530","Antalya",1994,"t12",10.57
"1531","Antalya",1995,"t12",10.49
"1532","Antalya",1996,"t12",10.78
"1533","Antalya",1997,"t12",10.51
"1534","Antalya",1998,"t12",11.57
"1535","Antalya",1999,"t12",11.46
"1536","Antalya",2000,"t12",11.77
"1537","Antalya",2001,"t12",11.15
"1538","Antalya",2002,"t12",10.26
"1539","Antalya",2003,"t12",11.71
"1540","Antalya",2004,"t12",11.73
"1541","Antalya",2005,"t12",11.51
"1542","Antalya",2006,"t12",10.89
"1543","Antalya",2007,"t12",10.67
"1544","Antalya",2008,"t12",12.4
"1545","Antalya",2009,"t12",11.45
"1546","Antalya",2010,"t12",11.32
"1547","Antalya",2011,"t12",11.63
"1548","Antalya",2012,"t12",12.3
"1549","Antalya",2013,"t12",11.47
"1550","Antalya",2014,"t12",12.26
"1551","Antalya",2015,"t12",10.69
"1552","Antalya",2016,"t12",12.16
"1553","Antalya",2017,"t12",11.27
"1554","Antalya",2018,"t12",11.28
"1555","Antalya",2019,"t12",10.48
"1556","Antalya",2020,"t12",11.42
"1557","Antalya",2021,"t12",11.04
"1558","Antalya",2022,"t12",10.92
"1559","Antalya",2023,"t12",11.49
"1560","Antalya",2024,"t12",12.54
"1561","Antalya",2025,"t12",11.51
"1562","Antalya",2026,"t12",11.81
"1563","Antalya",2027,"t12",11.17
"1564","Antalya",2028,"t12",12.15
"1565","Antalya",2029,"t12",11.7
"1566","Antalya",2030,"t12",11.76
"1567","Antalya",2031,"t12",11.58
"1568","Antalya",2032,"t12",11.73
"1569","Antalya",2033,"t12",11.62
"1570","Antalya",2034,"t12",11.99
"1571","Antalya",2035,"t12",11.1
"1572","Antalya",2036,"t12",12.58
"1573","Antalya",2037,"t12",12.15
"1574","Antalya",2038,"t12",12
"1575","Antalya",2039,"t12",12.2
"1576","Antalya",2040,"t12",12.65
"1577","Antalya",2041,"t12",12.41
"1578","Antalya",2042,"t12",12.32
"1579","Antalya",2043,"t12",12.6
"1580","Antalya",2044,"t12",11.43
"1581","Antalya",2045,"t12",12.34
"1582","Antalya",2046,"t12",12.29
"1583","Antalya",2047,"t12",12.7
"1584","Antalya",2048,"t12",12.06
"1585","Antalya",2049,"t12",13.11
"1586","Antalya",2050,"t12",13.83
"1587","Antalya",2051,"t12",12.67
"1588","Antalya",2052,"t12",13.06
"1589","Antalya",2053,"t12",12.62
"1590","Antalya",2054,"t12",12.93
"1591","Antalya",2055,"t12",13.25
"1592","Antalya",2056,"t12",12.13
"1593","Antalya",2057,"t12",13.16
"1594","Antalya",2058,"t12",12.59
"1595","Antalya",2059,"t12",13.12
"1596","Antalya",2060,"t12",12.84
"1597","Antalya",2061,"t12",13.3
"1598","Antalya",2062,"t12",12.43
"1599","Antalya",2063,"t12",13.62
"1600","Antalya",2064,"t12",13.02
"1601","Antalya",2065,"t12",12.79
"1602","Antalya",2066,"t12",13.43
"1603","Antalya",2067,"t12",13.14
"1604","Antalya",2068,"t12",12.78
"1605","Antalya",2069,"t12",12.63
"1606","Antalya",2070,"t12",13.39
"1607","Antalya",2071,"t12",12.83
"1608","Antalya",2072,"t12",12.98
"1609","Antalya",2073,"t12",12.05
"1610","Antalya",2074,"t12",12.9
"1611","Antalya",2075,"t12",12.27
"1612","Antalya",2076,"t12",13.31
"1613","Antalya",2077,"t12",13.6
"1614","Antalya",2078,"t12",13.62
"1615","Antalya",2079,"t12",13.8
"1616","Antalya",2080,"t12",13.38
"1617","Antalya",2081,"t12",13.86
"1618","Antalya",2082,"t12",13.61
"1619","Antalya",2083,"t12",13.42
"1620","Antalya",2084,"t12",13.09
"1621","Antalya",2085,"t12",13.19
"1622","Antalya",2086,"t12",13.76
"1623","Antalya",2087,"t12",13.55
"1624","Antalya",2088,"t12",14.32
"1625","Antalya",2089,"t12",13.99
"1626","Antalya",2090,"t12",14.97
"1627","Antalya",2091,"t12",14.16
"1628","Antalya",2092,"t12",13.37
"1629","Antalya",2093,"t12",13.5
"1630","Antalya",2094,"t12",14.5
"1631","Antalya",2095,"t12",13.45
"1632","Antalya",2096,"t12",13.82
